id,sex,age,race,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,decile_score,v_decile_score,v_score_text,priors_count
5728,Female,30,African-American,1,F,0,0,2,1,Low,1
5729,Male,21,Caucasian,1,M,1,1,7,6,Medium,4
5730,Female,39,African-American,1,F,1,1,10,3,Low,22
5733,Male,24,African-American,2,F,0,0,3,4,Low,0
5736,Female,45,Caucasian,0,M,0,0,1,1,Low,0
5738,Male,51,African-American,18,F,0,0,3,2,Low,3
5741,Male,27,Caucasian,1,M,0,0,2,3,Low,0
5742,Male,32,African-American,1,F,0,0,2,3,Low,1
5743,Male,49,Caucasian,3,M,0,0,1,1,Low,0
5745,Male,29,African-American,1,F,0,0,3,2,Low,2
5749,Male,30,Asian,1,M,1,0,3,2,Low,6
5750,Male,55,African-American,70,F,1,1,6,2,Low,12
5753,Male,30,Caucasian,1,M,0,0,4,5,Medium,0
5755,Male,56,Caucasian,39,F,0,0,1,1,Low,2
5756,Male,33,African-American,1,F,0,0,6,2,Low,4
5757,Male,28,African-American,1,M,0,0,2,3,Low,1
5759,Male,29,African-American,1,F,0,0,8,8,High,1
5760,Male,38,Caucasian,1,M,0,0,1,1,Low,0
5761,Male,37,Caucasian,1,F,0,0,3,2,Low,0
5763,Male,30,Hispanic,0,F,0,0,2,2,Low,0
5765,Male,51,African-American,1,F,0,0,9,4,Low,19
5768,Male,65,African-American,1,M,0,0,5,1,Low,7
5769,Female,32,African-American,1,M,0,0,1,1,Low,1
5773,Male,35,African-American,1,F,0,0,4,3,Low,1
5774,Male,57,Caucasian,26,F,0,0,1,1,Low,1
5776,Male,26,Caucasian,1,F,0,0,3,3,Low,1
5778,Female,23,Hispanic,199,M,1,1,8,5,Medium,7
5779,Female,36,African-American,1,M,1,1,6,3,Low,4
5784,Male,35,Caucasian,1,F,1,1,5,3,Low,3
5785,Male,33,African-American,1,F,0,0,1,1,Low,0
5787,Male,47,Caucasian,0,M,0,0,1,1,Low,0
5789,Female,53,Hispanic,1,M,0,0,1,1,Low,0
5790,Male,31,Other,659,F,0,0,5,4,Low,6
5793,Female,36,African-American,1,F,1,1,3,2,Low,1
5795,Female,25,Caucasian,1,M,0,0,3,3,Low,0
5797,Male,52,Hispanic,1,F,0,0,6,7,Medium,10
5799,Male,23,Hispanic,292,M,1,1,7,8,High,3
5800,Male,34,African-American,110,M,0,0,3,2,Low,7
5809,Male,45,African-American,0,M,1,0,7,2,Low,20
5810,Male,42,African-American,17,M,1,1,5,1,Low,10
5812,Male,49,African-American,26,F,0,0,4,1,Low,4
5814,Male,40,Caucasian,1,M,1,1,8,10,High,0
5818,Male,23,African-American,1,F,0,0,5,7,Medium,0
5821,Male,31,Caucasian,0,M,0,0,5,4,Low,3
5824,Female,28,African-American,0,M,0,0,2,2,Low,0
5826,Male,45,Caucasian,0,F,0,0,1,1,Low,0
5828,Male,39,African-American,1,F,1,1,8,6,Medium,7
5830,Male,25,Caucasian,63,F,0,0,4,4,Low,2
5831,Male,24,African-American,1,F,0,0,2,4,Low,1
5832,Male,46,Caucasian,1,F,0,0,1,1,Low,1
5833,Male,47,Caucasian,1,F,0,0,1,1,Low,3
5835,Male,54,Caucasian,101,M,1,1,4,3,Low,2
5837,Female,34,Caucasian,2,M,0,0,2,1,Low,0
5841,Male,27,Caucasian,150,M,0,0,6,3,Low,1
5846,Male,34,Hispanic,6,M,0,0,2,2,Low,3
5847,Male,32,African-American,115,F,0,0,5,5,Medium,1
5849,Male,29,African-American,0,M,0,0,6,3,Low,0
5852,Female,55,African-American,1,F,0,0,1,1,Low,1
5854,Male,26,African-American,1,M,0,0,3,3,Low,0
5857,Male,24,African-American,0,F,0,0,7,7,Medium,1
5858,Male,29,Caucasian,0,M,0,0,2,2,Low,0
5867,Male,31,Other,1,M,0,0,2,2,Low,0
5869,Male,26,Caucasian,1,F,1,0,6,8,High,2
5871,Male,54,Caucasian,0,F,0,0,2,1,Low,2
5873,Male,33,African-American,1,F,1,1,8,4,Low,14
5877,Male,35,African-American,0,F,1,0,9,8,High,8
5880,Male,25,African-American,1,F,0,0,2,3,Low,0
5881,Male,25,African-American,1,F,0,0,5,3,Low,0
5886,Male,53,Caucasian,0,M,0,0,1,1,Low,0
5891,Male,41,Caucasian,1,F,0,0,1,1,Low,0
5895,Male,24,Caucasian,0,F,0,0,4,3,Low,1
5896,Male,38,Caucasian,32,F,0,0,2,4,Low,8
5898,Male,23,Caucasian,2,M,0,0,2,4,Low,0
5899,Male,42,African-American,1,F,0,0,1,1,Low,0
5900,Male,32,Caucasian,47,F,0,0,5,1,Low,4
5901,Male,24,Hispanic,8,M,1,1,7,8,High,3
5906,Female,32,African-American,1,M,0,0,6,4,Low,3
5907,Male,40,African-American,1,F,0,0,9,3,Low,13
5912,Male,42,Hispanic,119,F,0,0,1,1,Low,1
5914,Male,27,African-American,1,F,0,0,3,4,Low,2
5917,Male,32,African-American,1,M,1,1,4,2,Low,1
5918,Male,38,African-American,66,M,1,1,7,4,Low,2
5923,Male,29,Caucasian,1,F,0,0,2,3,Low,2
5924,Male,28,African-American,239,M,1,1,3,2,Low,7
5926,Male,49,African-American,0,M,0,0,1,1,Low,0
5928,Male,50,Caucasian,2,F,0,0,1,1,Low,0
5931,Female,28,Caucasian,1,F,1,0,7,3,Low,1
5937,Male,25,African-American,0,M,1,1,2,3,Low,0
5938,Male,25,African-American,1,M,1,1,3,3,Low,4
5939,Male,45,Caucasian,1,F,0,0,1,1,Low,2
5943,Male,37,Other,1,F,0,0,1,1,Low,2
5946,Male,24,Hispanic,1,M,0,0,2,3,Low,0
5947,Male,40,Caucasian,1,M,0,0,1,1,Low,2
5948,Male,60,Caucasian,22,M,0,0,1,1,Low,1
5951,Female,33,Hispanic,2,F,0,0,2,1,Low,0
5952,Male,31,African-American,1080,F,0,0,9,8,High,6
5953,Male,53,Hispanic,0,F,0,0,2,1,Low,18
5954,Male,55,Hispanic,7,M,0,0,1,1,Low,0
5955,Male,36,Caucasian,465,M,0,0,6,4,Low,4
5957,Male,30,Other,1,F,1,1,9,7,Medium,6
5960,Male,55,Caucasian,1,M,0,0,1,1,Low,0
5964,Female,23,African-American,6,F,0,0,3,4,Low,1
5967,Female,40,African-American,133,F,1,1,10,9,High,13
5970,Male,32,Caucasian,0,F,0,0,1,1,Low,2
5971,Male,47,Caucasian,1,F,0,0,2,1,Low,3
5974,Male,22,African-American,1,F,0,0,6,7,Medium,1
5975,Male,47,Caucasian,1,F,0,0,1,2,Low,2
5978,Male,28,African-American,2,F,0,0,8,4,Low,5
5984,Male,34,African-American,1,M,0,0,2,2,Low,4
5985,Male,65,Caucasian,0,M,0,0,1,1,Low,0
5988,Female,23,Caucasian,1,M,0,0,3,3,Low,0
5989,Female,44,Caucasian,2,M,0,0,1,1,Low,0
5990,Male,21,Hispanic,321,F,1,1,8,9,High,1
5992,Male,24,African-American,1,M,0,0,3,5,Medium,1
5993,Male,51,Caucasian,1,M,0,0,2,1,Low,1
5995,Male,39,Caucasian,1,F,0,0,6,2,Low,6
5997,Male,24,Caucasian,5,F,0,0,6,4,Low,1
6001,Male,31,African-American,1,F,1,1,10,7,Medium,11
6002,Female,35,African-American,1,M,0,0,2,1,Low,0
6004,Male,30,Other,1,F,0,0,1,1,Low,0
6005,Male,34,Caucasian,104,F,0,0,7,4,Low,8
6006,Female,39,African-American,3,F,0,0,6,1,Low,4
6009,Male,29,African-American,60,M,0,0,2,2,Low,6
6010,Male,51,Caucasian,1,M,0,0,1,1,Low,0
6011,Male,22,Caucasian,4,F,0,0,7,5,Medium,1
6013,Male,29,Caucasian,24,F,0,0,2,3,Low,2
6021,Male,33,Caucasian,16,M,1,1,4,3,Low,3
6023,Male,54,Other,1,F,0,0,1,1,Low,0
6024,Male,30,African-American,166,F,0,0,2,2,Low,3
6030,Male,48,African-American,0,F,0,0,4,1,Low,10
6032,Male,23,African-American,1,M,0,0,8,7,Medium,0
6034,Male,23,Caucasian,1,F,1,1,7,6,Medium,2
6035,Male,47,Asian,1,M,0,0,1,1,Low,1
6036,Male,21,Other,1,F,0,0,4,6,Medium,0
6041,Male,48,Caucasian,1,F,0,0,1,1,Low,2
6043,Male,50,Caucasian,1,F,0,0,3,1,Low,3
6045,Male,39,Caucasian,1127,M,0,0,3,1,Low,2
6046,Male,49,African-American,1,F,0,0,3,2,Low,13
6047,Male,58,Caucasian,1,F,0,0,5,2,Low,2
6048,Male,31,African-American,0,F,0,0,8,6,Medium,6
6051,Male,23,African-American,1,M,0,0,7,5,Medium,1
6058,Male,33,Other,1,F,1,1,1,2,Low,0
6062,Male,57,Caucasian,24,F,0,0,2,2,Low,6
6064,Female,31,Caucasian,3,M,0,0,2,2,Low,0
6065,Male,57,African-American,1,F,0,0,6,1,Low,19
6066,Male,57,Caucasian,1,M,0,0,5,1,Low,12
6071,Male,45,African-American,1,F,0,0,3,3,Low,11
6073,Male,42,Caucasian,0,F,0,0,5,2,Low,0
6074,Male,48,Other,1,F,0,0,2,2,Low,7
6077,Male,23,Caucasian,1,F,0,0,4,5,Medium,0
6078,Female,28,Caucasian,1,F,0,0,2,2,Low,0
6079,Male,41,African-American,1453,F,0,0,7,3,Low,3
6080,Male,25,African-American,1,M,1,1,2,3,Low,1
6081,Female,34,Caucasian,1,M,0,0,5,2,Low,3
6084,Male,27,African-American,1,F,0,0,2,4,Low,0
6085,Male,39,African-American,0,F,0,0,4,2,Low,4
6087,Female,55,Caucasian,192,F,0,0,4,1,Low,6
6089,Male,27,African-American,1,F,1,1,5,6,Medium,4
6097,Male,26,Caucasian,1,F,1,1,9,8,High,2
6099,Male,33,African-American,167,F,1,1,10,10,High,17
6101,Male,27,Caucasian,1,M,0,0,2,2,Low,0
6105,Male,29,African-American,1,F,1,0,2,2,Low,4
6106,Male,27,African-American,1,F,0,0,6,4,Low,7
6107,Female,24,Caucasian,1,F,0,0,8,5,Medium,0
6109,Male,20,Caucasian,1,F,0,0,3,6,Medium,0
6110,Female,23,Caucasian,1,F,0,0,3,3,Low,0
6111,Female,48,African-American,0,M,0,0,1,1,Low,0
6114,Female,41,Caucasian,1,F,0,0,5,2,Low,3
6118,Female,54,Caucasian,98,F,0,0,5,2,Low,7
6119,Female,25,African-American,389,M,0,0,10,9,High,5
6123,Female,22,Caucasian,1,F,0,0,3,4,Low,2
6125,Male,32,African-American,1,F,0,0,1,1,Low,7
6127,Male,44,African-American,1,M,0,0,1,1,Low,0
6129,Male,28,African-American,90,F,0,0,1,2,Low,1
6131,Male,60,African-American,1,M,0,0,1,1,Low,3
6133,Male,49,Caucasian,1,F,0,0,1,1,Low,0
6134,Male,32,African-American,60,F,0,0,4,3,Low,9
6135,Male,30,African-American,0,M,1,1,4,5,Medium,10
6137,Male,52,Caucasian,1,F,0,0,1,1,Low,0
6139,Female,27,African-American,1056,M,0,0,10,9,High,1
6140,Male,34,African-American,1,F,0,0,10,9,High,0
6143,Male,55,African-American,1,F,1,1,4,1,Low,5
6145,Male,37,African-American,552,M,0,0,6,5,Medium,6
6146,Male,33,African-American,1,M,0,0,7,7,Medium,0
6148,Female,27,African-American,0,M,0,0,2,2,Low,0
6150,Male,33,Caucasian,1,F,0,0,2,2,Low,0
6152,Male,26,African-American,1,M,0,0,2,2,Low,0
6153,Male,29,African-American,1,M,0,0,5,2,Low,0
6154,Male,32,African-American,0,M,0,0,3,4,Low,1
6156,Male,37,Caucasian,0,M,0,0,1,1,Low,4
6159,Male,31,African-American,0,F,0,0,10,7,Medium,15
6161,Male,31,African-American,0,F,0,0,4,2,Low,6
6162,Female,36,Caucasian,1,F,0,0,3,3,Low,2
6163,Male,35,African-American,20,M,0,0,6,7,Medium,4
6164,Female,37,African-American,11,F,0,0,1,1,Low,1
6165,Male,34,Caucasian,43,M,1,1,2,4,Low,5
6167,Female,50,African-American,289,M,1,1,6,3,Low,12
6171,Female,45,African-American,4,F,0,0,1,1,Low,1
6173,Male,70,African-American,1,M,0,0,1,1,Low,0
6175,Male,26,African-American,1157,F,0,0,4,4,Low,2
6177,Male,23,African-American,1,F,0,0,9,9,High,4
6178,Male,27,Caucasian,12,M,0,0,4,3,Low,5
6180,Male,23,African-American,0,M,1,1,3,4,Low,2
6182,Male,26,African-American,1,M,0,0,5,3,Low,0
6183,Female,23,Caucasian,1,M,0,0,6,4,Low,2
6189,Female,46,Caucasian,2,F,1,1,2,1,Low,1
6191,Female,27,African-American,0,F,0,0,5,4,Low,1
6192,Male,45,Caucasian,1,F,0,0,2,2,Low,7
6193,Male,42,African-American,12,M,0,0,5,2,Low,1
6198,Male,49,Caucasian,0,F,0,0,4,2,Low,3
6200,Male,29,Hispanic,0,F,0,0,2,2,Low,0
6201,Female,52,Caucasian,8,F,0,0,1,1,Low,1
6202,Male,37,Hispanic,0,M,1,1,1,1,Low,4
6203,Male,26,African-American,1,M,1,0,3,4,Low,1
6206,Male,47,Hispanic,27,F,0,0,1,1,Low,1
6208,Male,25,African-American,1,F,0,0,6,6,Medium,1
6210,Male,21,African-American,1,F,1,1,10,9,High,1
6212,Male,48,African-American,0,M,0,0,1,1,Low,0
6213,Female,40,Caucasian,55,F,0,0,2,1,Low,1
6215,Female,24,Other,1,F,0,0,3,3,Low,0
6216,Male,22,African-American,1,F,1,1,4,5,Medium,0
6219,Male,36,African-American,1,M,0,0,8,5,Medium,4
6221,Male,38,Caucasian,1,M,0,0,2,1,Low,2
6223,Male,54,Other,1,M,0,0,1,1,Low,2
6224,Male,24,Hispanic,0,F,0,0,4,4,Low,1
6226,Female,44,Caucasian,1,M,1,1,1,1,Low,0
6228,Male,64,Caucasian,1,M,0,0,1,1,Low,0
6230,Female,45,Other,1,M,0,0,1,1,Low,0
6231,Male,49,African-American,1,F,0,0,5,6,Medium,1
6234,Female,45,African-American,6594,F,0,0,7,2,Low,3
6236,Male,33,Asian,1,M,0,0,1,1,Low,0
6238,Male,44,Hispanic,1,F,0,0,2,1,Low,2
6239,Male,51,African-American,1,F,0,0,1,1,Low,3
6240,Male,50,African-American,0,F,0,0,1,1,Low,0
6241,Male,33,Caucasian,22,M,0,0,2,2,Low,2
6242,Female,54,Caucasian,1,M,0,0,1,1,Low,0
6245,Male,33,Caucasian,78,F,0,0,9,8,High,14
6248,Male,34,Caucasian,1,F,0,0,1,1,Low,3
6250,Male,21,African-American,1,F,1,1,9,8,High,1
6251,Male,33,African-American,1,F,0,0,4,2,Low,5
6256,Male,32,African-American,1,M,1,1,7,4,Low,9
6259,Male,45,Caucasian,0,M,0,0,1,1,Low,1
6264,Female,29,African-American,1,F,0,0,10,7,Medium,0
6266,Male,44,African-American,1,M,0,0,3,1,Low,3
6268,Female,28,African-American,1,F,0,0,3,3,Low,0
6271,Male,27,Caucasian,1,F,0,0,3,2,Low,1
6278,Female,30,African-American,1,F,0,0,2,3,Low,0
6280,Male,32,African-American,1,M,0,0,7,2,Low,0
6281,Male,27,Caucasian,1,F,0,0,4,3,Low,5
6283,Female,62,Other,2,F,0,0,-1,1,Low,1
6284,Male,21,African-American,1,F,0,0,5,7,Medium,0
6287,Male,32,Caucasian,1,M,0,0,1,1,Low,0
6292,Male,56,African-American,28,M,0,0,1,1,Low,3
6293,Female,44,African-American,1,M,0,0,1,1,Low,0
6297,Female,25,Caucasian,0,F,0,0,7,4,Low,6
6299,Female,20,African-American,1,M,0,0,5,7,Medium,0
6300,Male,35,African-American,4272,M,0,0,5,5,Medium,1
6302,Male,24,African-American,1,M,0,0,3,4,Low,0
6303,Female,40,Hispanic,7,M,0,0,2,1,Low,2
6305,Female,21,African-American,12,M,0,0,3,5,Medium,2
6312,Male,38,African-American,1,F,1,1,5,4,Low,9
6317,Male,36,Caucasian,0,F,1,1,6,4,Low,9
6321,Male,32,African-American,653,M,0,0,6,3,Low,3
6324,Male,23,Hispanic,1,F,0,0,7,5,Medium,2
6326,Male,23,Caucasian,1,M,1,1,8,6,Medium,3
6328,Female,68,African-American,4,F,0,0,2,1,Low,5
6330,Female,26,Caucasian,0,M,0,0,5,4,Low,2
6332,Male,51,African-American,1,F,1,1,4,1,Low,0
6335,Male,25,African-American,1,M,0,0,2,3,Low,0
6337,Male,51,African-American,11,F,0,0,5,2,Low,14
6341,Male,36,Other,1,M,0,0,1,1,Low,0
6344,Male,28,Caucasian,183,M,0,0,7,6,Medium,5
6345,Male,20,African-American,5,F,0,0,3,6,Medium,0
6349,Female,31,African-American,1,F,0,0,2,2,Low,0
6353,Male,57,African-American,0,M,0,0,1,1,Low,0
6356,Male,35,Hispanic,23,F,1,1,1,2,Low,3
6360,Male,39,Caucasian,1,F,0,0,3,2,Low,0
6361,Male,24,African-American,1,F,0,0,7,7,Medium,1
6362,Female,29,Hispanic,1,F,1,1,4,2,Low,0
6369,Male,36,Caucasian,1219,F,0,0,5,3,Low,2
6372,Male,26,African-American,1,F,1,1,6,3,Low,4
6376,Male,60,African-American,1,F,0,0,1,1,Low,2
6379,Male,22,Caucasian,1,F,0,0,6,7,Medium,1
6380,Male,28,African-American,0,F,0,0,7,8,High,3
6382,Male,28,African-American,1,F,1,0,2,3,Low,2
6383,Male,55,Caucasian,2,M,1,1,1,1,Low,0
6386,Male,28,Hispanic,1,F,1,1,3,2,Low,2
6387,Female,22,Hispanic,1,M,0,0,2,4,Low,0
6390,Male,45,African-American,233,F,0,0,1,1,Low,5
6393,Male,24,African-American,1,M,1,1,6,6,Medium,1
6394,Male,47,African-American,1,F,0,0,2,3,Low,1
6395,Male,57,Caucasian,1697,M,0,0,1,1,Low,1
6396,Male,54,Caucasian,0,F,0,0,1,1,Low,6
6398,Female,42,Caucasian,1,M,0,0,2,1,Low,0
6399,Male,35,Caucasian,20,F,0,0,3,2,Low,5
6401,Male,53,Caucasian,1,F,0,0,1,1,Low,1
6402,Female,31,African-American,1,M,0,0,3,2,Low,2
6405,Male,83,Caucasian,1423,F,0,0,1,1,Low,4
6406,Male,46,Hispanic,119,F,0,0,6,7,Medium,15
6412,Male,23,Other,1,F,0,0,10,10,High,4
6413,Male,47,African-American,1,F,1,0,4,2,Low,9
6414,Male,31,Hispanic,1,F,0,0,6,2,Low,4
6415,Male,50,African-American,,M,0,0,8,5,Medium,0
6422,Female,22,African-American,1,F,0,0,9,8,High,2
6424,Male,45,Hispanic,22,M,0,0,1,1,Low,1
6425,Female,30,African-American,1,F,0,0,2,2,Low,2
6427,Male,36,African-American,2588,M,0,0,2,3,Low,4
6430,Male,50,African-American,1,M,0,0,1,1,Low,0
6431,Female,24,Other,1,F,1,1,4,3,Low,2
6432,Female,42,Caucasian,3,F,0,0,5,1,Low,3
6434,Female,28,Hispanic,597,F,0,0,3,3,Low,2
6436,Male,31,Hispanic,0,M,0,0,1,1,Low,0
6439,Male,25,African-American,1,F,1,1,9,6,Medium,5
6441,Male,36,African-American,1,F,0,0,5,3,Low,4
6443,Male,28,Caucasian,0,F,0,0,5,4,Low,5
6446,Male,31,Caucasian,1,M,1,1,1,1,Low,0
6447,Male,23,African-American,1,F,0,0,4,6,Medium,0
6448,Male,29,Caucasian,1,M,1,1,6,3,Low,4
6450,Male,34,African-American,1,F,0,0,5,3,Low,1
6458,Female,36,Hispanic,1,M,0,0,2,1,Low,0
6462,Male,23,African-American,1,F,1,1,8,8,High,3
6463,Male,31,African-American,1,F,0,0,8,3,Low,15
6466,Male,53,Caucasian,0,M,0,0,1,1,Low,0
6467,Male,34,African-American,1,F,0,0,7,5,Medium,12
6468,Female,63,African-American,1,F,0,0,1,1,Low,1
6470,Female,21,African-American,0,F,1,1,7,6,Medium,0
6475,Male,43,African-American,1385,M,0,0,1,1,Low,1
6477,Male,58,Caucasian,0,F,1,1,5,3,Low,4
6481,Female,23,African-American,1,M,1,1,4,4,Low,0
6483,Male,56,Caucasian,13,F,0,0,2,1,Low,13
6484,Female,52,Caucasian,6,F,0,0,1,1,Low,0
6485,Male,56,African-American,1,F,0,0,2,1,Low,0
6487,Female,37,African-American,1,M,0,0,1,1,Low,0
6488,Female,50,Caucasian,1,M,0,0,1,1,Low,0
6490,Male,22,African-American,1,F,1,1,5,5,Medium,0
6491,Female,43,Caucasian,0,M,1,1,1,1,Low,0
6492,Male,30,Caucasian,1,M,0,0,2,2,Low,1
6495,Male,29,Asian,1,F,0,0,1,2,Low,0
6496,Male,24,Caucasian,1,F,0,0,2,3,Low,0
6497,Male,29,African-American,1,M,1,1,8,3,Low,7
6498,Female,27,Caucasian,19,F,0,0,3,3,Low,3
6500,Female,24,Caucasian,2,F,0,0,4,5,Medium,0
6501,Female,74,African-American,1,F,0,0,1,1,Low,0
6502,Male,27,African-American,1,M,1,1,7,5,Medium,8
6505,Male,29,Caucasian,0,F,0,0,2,3,Low,5
6508,Female,35,African-American,1,F,0,0,3,3,Low,5
6512,Male,36,Caucasian,0,F,0,0,2,1,Low,1
6514,Male,26,Caucasian,1,F,0,0,4,7,Medium,2
6518,Male,28,African-American,1248,M,0,0,5,5,Medium,1
6520,Female,26,African-American,1,F,0,0,5,4,Low,1
6524,Male,28,Caucasian,1,F,0,0,3,2,Low,0
6525,Male,51,Caucasian,2,F,1,1,1,1,Low,1
6526,Female,35,Hispanic,1,M,0,0,2,1,Low,0
6527,Female,23,African-American,1,M,0,0,2,3,Low,0
6533,Female,23,Hispanic,1,M,0,0,4,6,Medium,2
6534,Female,33,African-American,1,F,0,0,7,5,Medium,5
6536,Male,59,Caucasian,4,M,0,0,1,1,Low,3
6537,Male,26,Caucasian,0,F,1,1,4,3,Low,4
6538,Male,36,Caucasian,,M,1,0,1,1,Low,0
6539,Male,38,Other,1,F,0,0,1,1,Low,2
6546,Male,28,Hispanic,1,F,0,0,8,6,Medium,2
6551,Male,40,Caucasian,1,M,0,0,4,3,Low,1
6553,Male,24,African-American,394,M,0,0,6,7,Medium,2
6554,Female,26,African-American,1,F,0,0,4,4,Low,0
6557,Male,59,African-American,1782,M,0,0,6,4,Low,5
6560,Female,54,African-American,1,F,0,0,4,1,Low,6
6563,Male,31,Caucasian,1,M,1,1,7,7,Medium,4
6564,Male,34,Caucasian,1,F,1,1,3,2,Low,0
6570,Male,47,Caucasian,7,F,0,0,4,1,Low,2
6571,Male,51,African-American,1,F,1,1,8,3,Low,12
6572,Male,25,Caucasian,24,F,0,0,3,3,Low,1
6573,Male,25,Other,1,F,1,1,2,4,Low,0
6575,Male,44,Hispanic,79,F,1,1,1,2,Low,2
6577,Male,36,Caucasian,1,F,1,1,2,3,Low,1
6578,Male,77,Caucasian,1738,F,0,0,1,1,Low,3
6580,Male,49,Caucasian,1,M,0,0,1,1,Low,0
6583,Male,31,African-American,1,F,0,0,7,4,Low,0
6584,Male,30,Caucasian,1,F,0,0,3,3,Low,1
6587,Male,21,African-American,1,F,1,1,9,8,High,1
6588,Male,21,African-American,1,F,0,0,4,6,Medium,0
6591,Female,65,African-American,1,F,0,0,1,1,Low,0
6592,Female,59,Caucasian,1,M,0,0,1,1,Low,0
6593,Male,59,African-American,1,M,0,0,1,1,Low,0
6594,Male,24,African-American,1,M,0,0,7,7,Medium,0
6595,Male,40,African-American,1,F,0,0,1,1,Low,0
6597,Male,34,African-American,1,F,1,1,9,4,Low,10
6601,Male,52,African-American,1,F,0,0,1,1,Low,1
6603,Male,24,African-American,31,F,1,1,9,9,High,15
6604,Male,38,African-American,1,F,1,1,3,1,Low,2
6605,Female,22,African-American,6,F,0,0,8,8,High,0
6606,Male,43,African-American,1,F,0,0,5,3,Low,0
6611,Male,55,African-American,1,F,0,0,1,1,Low,0
6613,Male,26,African-American,1,F,1,0,2,3,Low,2
6614,Male,23,Caucasian,1,M,0,0,2,3,Low,1
6615,Female,47,Other,1,F,0,0,1,1,Low,0
6626,Male,26,African-American,1,F,0,0,2,3,Low,0
6627,Male,41,Hispanic,1364,M,0,0,1,1,Low,1
6633,Male,30,Caucasian,167,F,0,0,4,3,Low,3
6636,Male,21,Caucasian,1,M,0,0,3,5,Medium,0
6637,Female,32,Caucasian,2,M,0,0,1,1,Low,0
6639,Male,51,African-American,0,F,0,0,1,1,Low,3
6642,Male,35,Caucasian,1,F,0,0,3,2,Low,2
6645,Female,37,African-American,1,F,0,0,1,1,Low,3
6650,Male,24,African-American,1,M,1,1,8,8,High,0
6651,Female,33,African-American,1,M,0,0,4,3,Low,3
6653,Female,30,Caucasian,1,F,0,0,6,5,Medium,4
6655,Female,42,African-American,10,F,0,0,1,1,Low,1
6657,Female,40,African-American,0,F,1,1,7,6,Medium,15
6659,Male,21,African-American,0,F,0,0,7,8,High,0
6661,Male,24,Caucasian,0,F,0,0,2,3,Low,0
6662,Male,41,African-American,1,F,0,0,1,1,Low,0
6663,Male,39,African-American,1,F,0,0,4,2,Low,1
6665,Female,24,African-American,2,F,0,0,8,10,High,3
6667,Female,24,African-American,23,F,0,0,4,4,Low,1
6669,Male,39,African-American,45,F,0,0,10,8,High,35
6679,Female,26,Other,1,M,1,1,7,4,Low,4
6685,Male,44,African-American,1,M,0,0,5,4,Low,0
6688,Male,42,Caucasian,1,F,0,0,4,1,Low,0
6689,Male,45,Caucasian,2,M,0,0,1,1,Low,1
6690,Male,25,African-American,1,F,1,1,10,10,High,7
6691,Female,28,Caucasian,244,F,0,0,9,6,Medium,7
6692,Male,33,Caucasian,1,F,0,0,2,1,Low,0
6693,Male,25,Caucasian,1,M,0,0,3,4,Low,0
6695,Male,32,African-American,10,F,0,0,4,2,Low,5
6696,Male,23,African-American,1,F,0,0,7,5,Medium,0
6697,Male,39,Caucasian,1,M,0,0,5,2,Low,0
6698,Male,27,African-American,1,F,1,1,8,4,Low,12
6699,Female,35,Caucasian,1,M,0,0,7,2,Low,4
6701,Male,23,African-American,58,F,0,0,5,6,Medium,1
6702,Female,38,African-American,0,M,0,0,1,1,Low,0
6703,Male,30,African-American,10,F,0,0,2,2,Low,4
6704,Male,30,Caucasian,1,F,0,0,5,2,Low,1
6705,Female,30,Caucasian,0,M,0,0,8,5,Medium,0
6708,Male,31,African-American,1,F,1,0,2,2,Low,2
6712,Female,41,Caucasian,35,M,0,0,2,1,Low,1
6713,Male,34,Other,1,F,0,0,2,2,Low,0
6715,Female,25,African-American,1,M,0,0,5,4,Low,0
6717,Female,26,Caucasian,13,F,0,0,6,4,Low,1
6721,Female,37,African-American,1,M,0,0,1,1,Low,0
6722,Male,34,Caucasian,1,M,0,0,5,5,Medium,3
6729,Female,38,Hispanic,1,F,0,0,2,1,Low,0
6730,Female,31,African-American,1,M,0,0,6,5,Medium,0
6731,Female,29,Caucasian,1,M,0,0,2,2,Low,0
6733,Male,22,African-American,1,F,0,0,4,6,Medium,0
6735,Female,51,Hispanic,3,M,0,0,1,1,Low,0
6739,Male,47,African-American,1,F,1,1,8,6,Medium,0
6741,Male,21,African-American,1,M,0,0,4,6,Medium,1
6747,Male,23,African-American,1,F,1,1,9,9,High,5
6748,Male,23,Other,1,M,0,0,3,4,Low,0
6749,Female,24,Caucasian,2,M,0,0,10,6,Medium,0
6754,Female,23,Hispanic,2,M,0,0,4,5,Medium,0
6755,Female,19,African-American,1,M,1,1,4,6,Medium,0
6756,Male,32,Caucasian,1,F,1,1,1,2,Low,0
6758,Female,39,Caucasian,3,M,1,1,1,1,Low,0
6760,Male,33,African-American,1,F,0,0,7,7,Medium,2
6763,Female,36,Caucasian,1,M,0,0,2,1,Low,0
6765,Male,61,Hispanic,81,F,0,0,1,1,Low,1
6769,Female,40,Caucasian,0,F,0,0,2,1,Low,0
6771,Male,53,African-American,4,F,0,0,7,1,Low,4
6773,Female,28,Caucasian,1,M,0,0,2,2,Low,0
6774,Male,38,Hispanic,1485,M,0,0,2,1,Low,2
6776,Male,55,Caucasian,1,F,0,0,3,1,Low,0
6778,Male,22,African-American,1,M,0,0,7,6,Medium,1
6780,Female,34,African-American,1,F,0,0,1,1,Low,1
